channels,difficulty,duration,gender,age,income,year,month,day,target
1,5,7,1,26,67000.0,2017,10,17,4
1,20,10,1,26,67000.0,2017,10,17,0
0,10,7,0,60,96000.0,2016,1,12,2
0,10,7,0,60,96000.0,2016,1,12,5
0,7,7,0,60,96000.0,2016,1,12,1
0,10,7,0,89,87000.0,2017,11,14,2
0,7,7,0,89,87000.0,2017,11,14,1
0,20,10,0,89,87000.0,2017,11,14,0
1,10,7,1,49,45000.0,2015,8,9,2
0,10,7,0,87,73000.0,2017,11,11,2
0,10,5,0,87,73000.0,2017,11,11,3
1,10,7,1,50,71000.0,2017,9,27,2
1,10,10,1,50,71000.0,2017,9,27,7
1,5,7,1,50,71000.0,2017,9,27,4
1,10,5,1,50,71000.0,2017,9,27,3
1,7,7,1,50,71000.0,2017,9,27,1
1,10,7,1,44,89000.0,2016,3,5,2
1,10,10,1,44,89000.0,2016,3,5,7
1,5,7,1,44,89000.0,2016,3,5,4
1,20,10,1,44,89000.0,2016,3,5,0
1,10,7,1,50,56000.0,2018,2,1,2
1,10,7,1,50,56000.0,2018,2,1,5
1,10,7,1,62,52000.0,2015,9,17,2
1,5,7,1,62,52000.0,2015,9,17,4
1,10,5,1,62,52000.0,2015,9,17,3
1,20,10,1,62,52000.0,2015,9,17,0
1,10,7,1,94,50000.0,2015,8,9,2
1,10,10,1,94,50000.0,2015,8,9,7
0,10,7,0,60,85000.0,2017,6,14,2
0,10,10,0,60,85000.0,2017,6,14,7
0,10,5,0,60,85000.0,2017,6,14,3
1,10,7,1,94,51000.0,2016,7,28,2
1,10,10,1,94,51000.0,2016,7,28,7
1,7,7,1,94,51000.0,2016,7,28,1
1,5,5,1,94,51000.0,2016,7,28,6
1,20,10,1,94,51000.0,2016,7,28,0
1,10,7,1,51,36000.0,2018,6,30,2
1,20,10,1,51,36000.0,2018,6,30,0
0,10,7,0,60,88000.0,2017,9,27,2
1,10,7,1,45,71000.0,2016,5,24,2
1,10,5,1,45,71000.0,2016,5,24,3
1,20,10,1,45,71000.0,2016,5,24,0
1,10,7,1,47,62000.0,2017,12,20,2
1,5,7,1,47,62000.0,2017,12,20,4
1,7,7,1,47,62000.0,2017,12,20,1
1,5,5,1,47,62000.0,2017,12,20,6
1,10,7,1,58,87000.0,2016,3,7,2
1,7,7,1,58,87000.0,2016,3,7,1
1,5,5,1,58,87000.0,2016,3,7,6
1,20,10,1,58,87000.0,2016,3,7,0
0,10,7,0,55,109000.0,2016,7,22,2
0,7,7,0,55,109000.0,2016,7,22,1
0,5,5,0,55,109000.0,2016,7,22,6
0,20,10,0,55,109000.0,2016,7,22,0
0,10,7,0,51,99000.0,2016,3,22,2
0,10,10,0,51,99000.0,2016,3,22,7
0,7,7,0,51,99000.0,2016,3,22,1
0,10,7,0,73,62000.0,2016,8,28,2
0,10,10,0,73,62000.0,2016,8,28,7
0,10,7,0,73,62000.0,2016,8,28,5
0,7,7,0,73,62000.0,2016,8,28,1
0,20,10,0,73,62000.0,2016,8,28,0
1,10,7,1,64,69000.0,2017,9,10,2
0,10,7,0,50,75000.0,2017,12,12,2
1,10,7,1,69,83000.0,2018,1,17,2
1,10,5,1,69,83000.0,2018,1,17,3
1,10,7,1,37,74000.0,2016,4,4,2
1,10,10,1,37,74000.0,2016,4,4,7
1,5,5,1,37,74000.0,2016,4,4,6
2,10,7,2,60,67000.0,2017,10,4,2
2,20,10,2,60,67000.0,2017,10,4,0
1,10,7,1,55,60000.0,2017,11,3,2
1,10,10,1,55,60000.0,2017,11,3,7
1,10,7,1,55,60000.0,2017,11,3,5
1,7,7,1,55,60000.0,2017,11,3,1
0,10,7,0,75,53000.0,2017,4,18,2
0,10,7,0,75,53000.0,2017,4,18,5
0,10,5,0,75,53000.0,2017,4,18,3
0,10,7,0,21,36000.0,2016,5,14,2
0,5,7,0,21,36000.0,2016,5,14,4
0,20,10,0,21,36000.0,2016,5,14,0
1,10,7,1,53,74000.0,2017,12,31,2
1,10,7,1,53,74000.0,2017,12,31,5
1,10,7,1,56,102000.0,2017,11,30,2
1,10,10,1,56,102000.0,2017,11,30,7
1,10,7,1,56,102000.0,2017,11,30,5
0,10,7,0,83,44000.0,2017,9,6,2
0,5,7,0,83,44000.0,2017,9,6,4
0,5,5,0,83,44000.0,2017,9,6,6
0,10,7,0,79,99000.0,2017,12,17,2
0,10,7,0,76,114000.0,2015,9,6,2
0,10,7,0,76,114000.0,2015,9,6,5
0,10,5,0,76,114000.0,2015,9,6,3
1,10,7,1,51,61000.0,2015,3,30,2
1,10,10,1,51,61000.0,2015,3,30,7
1,20,10,1,51,61000.0,2015,3,30,0
0,10,7,0,55,44000.0,2017,2,14,2
0,10,7,0,55,44000.0,2017,2,14,5
0,5,5,0,55,44000.0,2017,2,14,6
1,10,7,1,49,56000.0,2016,5,17,2
0,10,7,0,57,70000.0,2018,7,18,2
1,10,7,1,58,61000.0,2017,12,7,2
1,10,10,1,58,61000.0,2017,12,7,7
1,10,7,1,26,50000.0,2015,1,6,2
1,10,7,1,26,50000.0,2015,1,6,5
1,7,7,1,26,50000.0,2015,1,6,1
1,20,10,1,26,50000.0,2015,1,6,0
0,10,7,0,32,31000.0,2017,4,2,2
0,5,7,0,32,31000.0,2017,4,2,4
1,10,7,1,31,36000.0,2016,8,19,2
1,7,7,1,31,36000.0,2016,8,19,1
1,10,7,1,56,66000.0,2014,9,11,2
1,5,7,1,56,66000.0,2014,9,11,4
0,10,7,0,68,42000.0,2017,4,19,2
0,10,7,0,68,42000.0,2017,4,19,5
0,10,5,0,68,42000.0,2017,4,19,3
0,5,5,0,68,42000.0,2017,4,19,6
0,10,7,0,24,59000.0,2015,7,2,2
0,7,7,0,24,59000.0,2015,7,2,1
1,10,7,1,59,72000.0,2016,11,19,2
1,5,5,1,59,72000.0,2016,11,19,6
0,10,7,0,69,56000.0,2018,3,21,2
0,10,10,0,69,56000.0,2018,3,21,7
0,7,7,0,69,56000.0,2018,3,21,1
0,20,10,0,69,56000.0,2018,3,21,0
0,10,7,0,53,55000.0,2017,12,1,2
0,5,5,0,53,55000.0,2017,12,1,6
1,10,7,1,55,97000.0,2017,9,30,2
1,10,7,1,61,66000.0,2014,11,8,2
1,10,7,1,54,39000.0,2017,11,12,2
0,10,7,0,73,48000.0,2017,11,10,2
1,10,7,1,49,89000.0,2016,10,9,2
1,5,7,1,49,89000.0,2016,10,9,4
0,10,7,0,53,53000.0,2016,11,22,2
0,7,7,0,53,53000.0,2016,11,22,1
1,10,7,1,58,71000.0,2016,1,10,2
1,10,10,1,58,71000.0,2016,1,10,7
1,10,7,1,58,71000.0,2016,1,10,5
0,10,7,0,74,39000.0,2016,1,3,2
0,10,10,0,74,39000.0,2016,1,3,7
0,5,7,0,74,39000.0,2016,1,3,4
1,10,7,1,62,48000.0,2016,4,9,2
1,10,10,1,62,48000.0,2016,4,9,7
1,7,7,1,62,48000.0,2016,4,9,1
0,10,7,0,80,70000.0,2017,7,13,2
0,5,7,0,80,70000.0,2017,7,13,4
0,10,5,0,80,70000.0,2017,7,13,3
0,5,5,0,80,70000.0,2017,7,13,6
1,10,7,1,58,89000.0,2017,7,8,2
1,10,7,1,58,89000.0,2017,7,8,5
1,7,7,1,58,89000.0,2017,7,8,1
0,10,7,0,84,87000.0,2017,1,4,2
0,10,7,0,60,57000.0,2016,2,20,2
0,10,5,0,60,57000.0,2016,2,20,3
0,20,10,0,60,57000.0,2016,2,20,0
1,10,7,1,41,52000.0,2018,5,27,2
2,10,7,2,59,40000.0,2017,7,23,2
2,20,10,2,59,40000.0,2017,7,23,0
1,10,7,1,66,118000.0,2018,2,18,2
1,10,10,1,66,118000.0,2018,2,18,7
1,5,5,1,66,118000.0,2018,2,18,6
1,20,10,1,66,118000.0,2018,2,18,0
1,10,7,1,33,31000.0,2017,12,29,2
1,10,10,1,33,31000.0,2017,12,29,7
1,5,7,1,33,31000.0,2017,12,29,4
1,10,7,1,47,66000.0,2013,12,30,2
1,10,7,1,47,66000.0,2013,12,30,5
0,10,7,0,32,64000.0,2016,1,10,2
0,10,7,0,32,64000.0,2016,1,10,5
0,7,7,0,32,64000.0,2016,1,10,1
0,10,7,0,68,68000.0,2018,3,8,2
0,5,7,0,68,68000.0,2018,3,8,4
0,10,7,0,68,68000.0,2018,3,8,5
0,10,5,0,68,68000.0,2018,3,8,3
0,7,7,0,68,68000.0,2018,3,8,1
1,10,7,1,64,74000.0,2017,1,5,2
1,10,10,1,64,74000.0,2017,1,5,7
1,10,7,1,61,37000.0,2017,10,18,2
1,5,7,1,61,37000.0,2017,10,18,4
1,7,7,1,61,37000.0,2017,10,18,1
1,10,7,1,34,48000.0,2015,5,22,2
1,10,10,1,34,48000.0,2015,5,22,7
1,5,5,1,34,48000.0,2015,5,22,6
1,10,7,1,60,74000.0,2018,2,4,2
1,10,7,1,54,71000.0,2017,1,18,2
1,10,10,1,54,71000.0,2017,1,18,7
1,7,7,1,54,71000.0,2017,1,18,1
0,10,7,0,31,59000.0,2017,9,28,2
0,5,7,0,31,59000.0,2017,9,28,4
0,10,5,0,31,59000.0,2017,9,28,3
0,5,5,0,31,59000.0,2017,9,28,6
1,10,7,1,37,51000.0,2017,8,19,2
1,10,10,1,37,51000.0,2017,8,19,7
0,10,7,0,50,32000.0,2016,6,25,2
0,7,7,0,50,32000.0,2016,6,25,1
0,10,7,0,89,65000.0,2018,1,14,2
0,10,10,0,89,65000.0,2018,1,14,7
0,10,7,0,89,65000.0,2018,1,14,5
0,10,7,0,80,59000.0,2015,9,15,2
1,10,7,1,62,68000.0,2017,11,10,2
1,10,5,1,62,68000.0,2017,11,10,3
0,10,7,0,64,103000.0,2016,3,15,2
0,10,10,0,64,103000.0,2016,3,15,7
0,5,7,0,64,103000.0,2016,3,15,4
0,10,5,0,64,103000.0,2016,3,15,3
1,10,7,1,54,111000.0,2018,3,25,2
1,20,10,1,54,111000.0,2018,3,25,0
1,10,7,1,70,31000.0,2017,12,25,2
1,10,7,1,59,76000.0,2016,7,25,2
1,5,5,1,59,76000.0,2016,7,25,6
1,20,10,1,59,76000.0,2016,7,25,0
1,10,7,1,47,47000.0,2016,3,7,2
1,10,7,1,47,47000.0,2016,3,7,5
1,20,10,1,47,47000.0,2016,3,7,0
1,10,7,1,19,40000.0,2014,5,12,2
1,7,7,1,19,40000.0,2014,5,12,1
0,10,7,0,68,108000.0,2015,8,5,2
0,10,7,0,33,48000.0,2017,2,14,2
0,5,7,0,33,48000.0,2017,2,14,4
0,10,5,0,33,48000.0,2017,2,14,3
1,10,7,1,23,73000.0,2017,10,12,2
1,10,7,1,59,103000.0,2017,10,20,2
0,10,7,0,81,101000.0,2017,8,4,2
0,10,10,0,81,101000.0,2017,8,4,7
0,5,7,0,81,101000.0,2017,8,4,4
0,10,5,0,81,101000.0,2017,8,4,3
0,10,7,0,90,43000.0,2015,8,31,2
0,20,10,0,90,43000.0,2015,8,31,0
0,10,7,0,42,98000.0,2016,6,14,2
0,10,10,0,42,98000.0,2016,6,14,7
0,7,7,0,42,98000.0,2016,6,14,1
0,20,10,0,42,98000.0,2016,6,14,0
0,10,7,0,28,32000.0,2017,12,17,2
0,10,7,0,28,32000.0,2017,12,17,5
0,10,5,0,28,32000.0,2017,12,17,3
0,7,7,0,28,32000.0,2017,12,17,1
1,10,7,1,23,32000.0,2014,2,21,2
1,10,7,1,21,34000.0,2017,8,12,2
1,5,7,1,21,34000.0,2017,8,12,4
1,7,7,1,21,34000.0,2017,8,12,1
0,10,7,0,56,119000.0,2015,8,13,2
0,7,7,0,56,119000.0,2015,8,13,1
0,20,10,0,56,119000.0,2015,8,13,0
1,10,7,1,44,77000.0,2018,1,11,2
1,10,10,1,44,77000.0,2018,1,11,7
1,10,7,1,37,66000.0,2014,5,31,2
1,20,10,1,37,66000.0,2014,5,31,0
1,10,7,1,58,63000.0,2014,2,4,2
1,10,10,1,58,63000.0,2014,2,4,7
1,10,7,1,58,63000.0,2014,2,4,5
1,10,7,1,37,32000.0,2016,8,1,2
1,10,10,1,37,32000.0,2016,8,1,7
0,10,7,0,60,88000.0,2016,12,14,2
0,10,7,0,60,88000.0,2016,12,14,5
0,7,7,0,60,88000.0,2016,12,14,1
1,10,7,1,55,37000.0,2014,8,16,2
1,20,10,1,55,37000.0,2014,8,16,0
0,10,7,0,75,102000.0,2017,10,27,2
0,10,10,0,75,102000.0,2017,10,27,7
0,10,5,0,75,102000.0,2017,10,27,3
0,10,7,0,70,107000.0,2017,5,19,2
0,10,10,0,70,107000.0,2017,5,19,7
0,10,5,0,70,107000.0,2017,5,19,3
0,7,7,0,70,107000.0,2017,5,19,1
0,10,7,0,59,74000.0,2016,4,11,2
0,5,7,0,59,74000.0,2016,4,11,4
0,10,7,0,68,31000.0,2016,7,7,2
0,7,7,0,68,31000.0,2016,7,7,1
1,10,7,1,23,32000.0,2018,6,4,2
1,10,10,1,23,32000.0,2018,6,4,7
1,5,7,1,23,32000.0,2018,6,4,4
1,10,7,1,52,94000.0,2015,9,3,2
1,7,7,1,52,94000.0,2015,9,3,1
1,10,7,1,59,102000.0,2017,12,30,2
1,7,7,1,59,102000.0,2017,12,30,1
0,10,7,0,67,102000.0,2017,10,31,2
0,7,7,0,67,102000.0,2017,10,31,1
0,20,10,0,67,102000.0,2017,10,31,0
0,10,7,0,33,40000.0,2017,7,28,2
0,10,7,0,33,40000.0,2017,7,28,5
0,7,7,0,33,40000.0,2017,7,28,1
0,20,10,0,33,40000.0,2017,7,28,0
1,10,7,1,67,53000.0,2017,10,27,2
1,10,7,1,70,71000.0,2016,5,28,2
1,10,7,1,70,71000.0,2016,5,28,5
0,10,7,0,66,93000.0,2015,12,10,2
0,5,5,0,66,93000.0,2015,12,10,6
0,20,10,0,66,93000.0,2015,12,10,0
0,10,7,0,57,102000.0,2017,10,28,2
0,10,10,0,57,102000.0,2017,10,28,7
0,5,7,0,57,102000.0,2017,10,28,4
1,10,7,1,40,61000.0,2017,7,28,2
1,10,10,1,40,61000.0,2017,7,28,7
0,10,7,0,51,118000.0,2016,5,20,2
0,10,5,0,51,118000.0,2016,5,20,3
0,10,7,0,79,72000.0,2017,12,21,2
0,7,7,0,79,72000.0,2017,12,21,1
0,5,5,0,79,72000.0,2017,12,21,6
1,10,7,1,24,48000.0,2017,2,1,2
1,10,10,1,24,48000.0,2017,2,1,7
1,10,5,1,24,48000.0,2017,2,1,3
1,20,10,1,24,48000.0,2017,2,1,0
1,10,7,1,86,92000.0,2016,2,9,2
1,10,10,1,86,92000.0,2016,2,9,7
1,20,10,1,86,92000.0,2016,2,9,0
2,10,7,2,64,31000.0,2018,5,29,2
2,7,7,2,64,31000.0,2018,5,29,1
2,5,5,2,64,31000.0,2018,5,29,6
0,10,7,0,63,72000.0,2017,9,6,2
0,10,7,0,63,72000.0,2017,9,6,5
0,10,7,0,67,113000.0,2018,7,4,2
1,10,7,1,22,57000.0,2017,12,13,2
1,10,7,1,21,60000.0,2017,12,7,2
1,7,7,1,21,60000.0,2017,12,7,1
1,10,7,1,37,74000.0,2018,5,22,2
1,5,7,1,37,74000.0,2018,5,22,4
1,10,7,1,55,81000.0,2016,4,3,2
1,5,7,1,55,81000.0,2016,4,3,4
1,10,7,1,55,81000.0,2016,4,3,5
1,7,7,1,55,81000.0,2016,4,3,1
1,20,10,1,55,81000.0,2016,4,3,0
1,10,7,1,26,53000.0,2017,11,21,2
2,10,7,2,64,76000.0,2017,11,13,2
0,10,7,0,58,87000.0,2017,11,12,2
0,10,10,0,58,87000.0,2017,11,12,7
0,10,5,0,58,87000.0,2017,11,12,3
0,7,7,0,58,87000.0,2017,11,12,1
0,5,5,0,58,87000.0,2017,11,12,6
0,10,7,0,34,60000.0,2017,7,12,2
0,10,7,0,34,60000.0,2017,7,12,5
0,7,7,0,34,60000.0,2017,7,12,1
0,20,10,0,34,60000.0,2017,7,12,0
0,10,7,0,59,51000.0,2016,5,15,2
0,20,10,0,59,51000.0,2016,5,15,0
0,10,7,0,47,62000.0,2017,8,21,2
0,10,10,0,47,62000.0,2017,8,21,7
0,5,5,0,47,62000.0,2017,8,21,6
0,10,7,0,37,58000.0,2016,4,3,2
0,10,10,0,37,58000.0,2016,4,3,7
0,10,5,0,37,58000.0,2016,4,3,3
1,10,7,1,29,38000.0,2017,9,20,2
1,10,7,1,29,38000.0,2017,9,20,5
1,10,7,1,41,31000.0,2017,7,24,2
1,5,7,1,41,31000.0,2017,7,24,4
0,10,7,0,81,74000.0,2017,4,1,2
1,10,7,1,67,108000.0,2016,6,1,2
1,10,10,1,67,108000.0,2016,6,1,7
1,5,7,1,67,108000.0,2016,6,1,4
1,20,10,1,67,108000.0,2016,6,1,0
0,10,7,0,101,56000.0,2017,11,9,2
1,10,7,1,79,91000.0,2018,1,21,2
1,10,10,1,79,91000.0,2018,1,21,7
1,10,7,1,79,91000.0,2018,1,21,5
1,10,7,1,75,40000.0,2015,11,12,2
1,7,7,1,75,40000.0,2015,11,12,1
1,5,5,1,75,40000.0,2015,11,12,6
1,10,7,1,55,56000.0,2016,4,10,2
1,10,10,1,55,56000.0,2016,4,10,7
0,10,7,0,76,71000.0,2018,4,3,2
0,10,5,0,76,71000.0,2018,4,3,3
1,10,7,1,30,42000.0,2017,11,1,2
1,10,5,1,30,42000.0,2017,11,1,3
0,10,7,0,70,100000.0,2016,3,15,2
0,10,7,0,70,100000.0,2016,3,15,5
0,10,5,0,70,100000.0,2016,3,15,3
0,7,7,0,70,100000.0,2016,3,15,1
0,20,10,0,70,100000.0,2016,3,15,0
0,10,7,0,58,71000.0,2015,7,21,2
0,5,7,0,58,71000.0,2015,7,21,4
0,20,10,0,58,71000.0,2015,7,21,0
0,10,7,0,57,95000.0,2017,9,28,2
0,7,7,0,57,95000.0,2017,9,28,1
0,5,5,0,57,95000.0,2017,9,28,6
0,10,7,0,59,36000.0,2017,9,15,2
1,10,7,1,59,48000.0,2015,12,8,2
1,7,7,1,59,48000.0,2015,12,8,1
1,5,5,1,59,48000.0,2015,12,8,6
0,10,7,0,70,98000.0,2016,9,28,2
0,5,7,0,70,98000.0,2016,9,28,4
0,5,5,0,70,98000.0,2016,9,28,6
1,10,7,1,76,81000.0,2016,6,27,2
1,10,10,1,76,81000.0,2016,6,27,7
1,10,7,1,76,81000.0,2016,6,27,5
1,10,7,1,64,86000.0,2014,12,22,2
1,7,7,1,64,86000.0,2014,12,22,1
1,20,10,1,64,86000.0,2014,12,22,0
0,10,7,0,84,52000.0,2016,9,30,2
0,10,10,0,84,52000.0,2016,9,30,7
0,10,5,0,84,52000.0,2016,9,30,3
0,5,5,0,84,52000.0,2016,9,30,6
0,10,7,0,67,58000.0,2017,12,27,2
0,10,7,0,67,58000.0,2017,12,27,5
0,10,7,0,75,89000.0,2017,12,27,2
0,5,7,0,75,89000.0,2017,12,27,4
0,10,7,0,75,89000.0,2017,12,27,5
1,10,7,1,66,83000.0,2017,3,15,2
1,10,5,1,66,83000.0,2017,3,15,3
1,7,7,1,66,83000.0,2017,3,15,1
0,10,7,0,66,56000.0,2014,11,26,2
0,10,10,0,66,56000.0,2014,11,26,7
0,5,5,0,66,56000.0,2014,11,26,6
1,10,7,1,29,59000.0,2013,9,16,2
1,10,10,1,29,59000.0,2013,9,16,7
1,5,5,1,29,59000.0,2013,9,16,6
1,20,10,1,29,59000.0,2013,9,16,0
0,10,7,0,59,79000.0,2016,12,6,2
0,10,10,0,59,79000.0,2016,12,6,7
0,7,7,0,59,79000.0,2016,12,6,1
0,5,5,0,59,79000.0,2016,12,6,6
0,10,7,0,63,78000.0,2017,12,12,2
0,10,7,0,63,78000.0,2017,12,12,5
0,10,7,0,45,94000.0,2017,12,7,2
0,10,7,0,88,55000.0,2017,10,20,2
0,10,7,0,56,58000.0,2015,12,7,2
0,10,5,0,56,58000.0,2015,12,7,3
1,10,7,1,50,53000.0,2017,8,13,2
1,5,7,1,50,53000.0,2017,8,13,4
1,7,7,1,50,53000.0,2017,8,13,1
1,10,7,1,66,72000.0,2015,2,4,2
1,10,7,1,63,92000.0,2015,12,5,2
1,5,7,1,63,92000.0,2015,12,5,4
1,10,7,1,63,92000.0,2015,12,5,5
1,10,5,1,63,92000.0,2015,12,5,3
1,20,10,1,63,92000.0,2015,12,5,0
1,10,7,1,38,96000.0,2017,9,9,2
1,10,7,1,38,96000.0,2017,9,9,5
1,7,7,1,38,96000.0,2017,9,9,1
1,20,10,1,38,96000.0,2017,9,9,0
0,10,7,0,86,68000.0,2018,6,5,2
1,10,7,1,36,40000.0,2013,8,5,2
1,10,7,1,55,79000.0,2016,10,27,2
1,10,10,1,55,79000.0,2016,10,27,7
1,7,7,1,55,79000.0,2016,10,27,1
0,10,7,0,47,89000.0,2017,9,17,2
1,10,7,1,34,39000.0,2017,8,13,2
1,7,7,1,34,39000.0,2017,8,13,1
1,5,5,1,34,39000.0,2017,8,13,6
1,10,7,1,67,74000.0,2014,12,10,2
1,10,5,1,67,74000.0,2014,12,10,3
1,10,7,1,66,65000.0,2018,3,6,2
1,10,7,1,58,54000.0,2014,10,24,2
1,7,7,1,58,54000.0,2014,10,24,1
1,5,5,1,58,54000.0,2014,10,24,6
1,10,7,1,23,32000.0,2017,10,28,2
1,5,7,1,23,32000.0,2017,10,28,4
1,10,5,1,23,32000.0,2017,10,28,3
1,10,7,1,87,96000.0,2014,4,20,2
1,10,7,1,87,96000.0,2014,4,20,5
1,7,7,1,87,96000.0,2014,4,20,1
1,10,7,1,39,31000.0,2016,1,25,2
1,5,7,1,39,31000.0,2016,1,25,4
0,10,7,0,50,59000.0,2016,1,27,2
1,10,7,1,22,35000.0,2017,9,14,2
1,10,7,1,62,62000.0,2018,2,21,2
1,5,5,1,62,62000.0,2018,2,21,6
1,10,7,1,28,58000.0,2018,5,10,2
1,10,10,1,28,58000.0,2018,5,10,7
1,10,7,1,28,58000.0,2018,5,10,5
1,10,7,1,89,67000.0,2015,11,25,2
1,7,7,1,89,67000.0,2015,11,25,1
1,10,7,1,43,71000.0,2017,4,13,2
1,5,7,1,43,71000.0,2017,4,13,4
1,10,7,1,73,63000.0,2014,1,24,2
1,10,5,1,73,63000.0,2014,1,24,3
1,5,5,1,73,63000.0,2014,1,24,6
1,20,10,1,73,63000.0,2014,1,24,0
0,10,7,0,62,55000.0,2015,8,6,2
0,10,10,0,62,55000.0,2015,8,6,7
0,20,10,0,62,55000.0,2015,8,6,0
1,10,7,1,23,63000.0,2017,8,31,2
1,5,7,1,23,63000.0,2017,8,31,4
1,7,7,1,23,63000.0,2017,8,31,1
2,10,7,2,74,61000.0,2015,9,10,2
2,10,10,2,74,61000.0,2015,9,10,7
2,5,7,2,74,61000.0,2015,9,10,4
2,10,7,2,74,61000.0,2015,9,10,5
0,10,7,0,55,47000.0,2016,1,28,2
0,5,7,0,55,47000.0,2016,1,28,4
0,10,5,0,55,47000.0,2016,1,28,3
0,7,7,0,55,47000.0,2016,1,28,1
1,10,7,1,22,35000.0,2016,4,28,2
1,10,10,1,22,35000.0,2016,4,28,7
1,20,10,1,22,35000.0,2016,4,28,0
1,10,7,1,69,72000.0,2017,5,13,2
1,7,7,1,69,72000.0,2017,5,13,1
1,5,5,1,69,72000.0,2017,5,13,6
0,10,7,0,59,70000.0,2017,11,8,2
1,10,7,1,19,44000.0,2017,4,27,2
1,10,10,1,19,44000.0,2017,4,27,7
1,10,5,1,19,44000.0,2017,4,27,3
1,20,10,1,19,44000.0,2017,4,27,0
1,10,7,1,50,51000.0,2018,7,13,2
1,7,7,1,50,51000.0,2018,7,13,1
0,10,7,0,42,74000.0,2017,12,2,2
0,10,10,0,42,74000.0,2017,12,2,7
0,10,7,0,42,74000.0,2017,12,2,5
0,10,7,0,67,80000.0,2018,1,3,2
0,5,5,0,67,80000.0,2018,1,3,6
0,20,10,0,67,80000.0,2018,1,3,0
0,10,7,0,37,53000.0,2017,8,16,2
0,5,7,0,37,53000.0,2017,8,16,4
0,10,7,0,37,53000.0,2017,8,16,5
1,10,7,1,65,105000.0,2018,4,25,2
1,10,10,1,65,105000.0,2018,4,25,7
1,10,7,1,65,105000.0,2018,4,25,5
1,20,10,1,65,105000.0,2018,4,25,0
1,10,7,1,58,60000.0,2017,12,16,2
1,10,10,1,58,60000.0,2017,12,16,7
1,10,5,1,58,60000.0,2017,12,16,3
1,5,5,1,58,60000.0,2017,12,16,6
0,10,7,0,51,84000.0,2015,10,14,2
0,5,7,0,51,84000.0,2015,10,14,4
0,20,10,0,51,84000.0,2015,10,14,0
0,10,7,0,60,106000.0,2015,11,6,2
0,10,5,0,60,106000.0,2015,11,6,3
0,7,7,0,60,106000.0,2015,11,6,1
0,10,7,0,47,58000.0,2017,2,19,2
0,10,10,0,47,58000.0,2017,2,19,7
0,10,7,0,59,96000.0,2017,12,31,2
0,10,7,0,59,96000.0,2017,12,31,5
0,10,5,0,59,96000.0,2017,12,31,3
0,5,5,0,59,96000.0,2017,12,31,6
1,10,7,1,62,94000.0,2016,8,2,2
1,20,10,1,62,94000.0,2016,8,2,0
1,10,7,1,58,77000.0,2018,3,11,2
1,10,7,1,58,77000.0,2018,3,11,5
1,5,5,1,58,77000.0,2018,3,11,6
0,10,7,0,44,70000.0,2016,3,3,2
0,7,7,0,44,70000.0,2016,3,3,1
1,10,7,1,66,80000.0,2017,8,27,2
1,10,5,1,66,80000.0,2017,8,27,3
1,7,7,1,66,80000.0,2017,8,27,1
1,10,7,1,21,48000.0,2017,1,15,2
1,5,5,1,21,48000.0,2017,1,15,6
0,10,7,0,46,62000.0,2017,3,19,2
0,10,10,0,46,62000.0,2017,3,19,7
0,5,5,0,46,62000.0,2017,3,19,6
1,10,7,1,56,117000.0,2016,12,16,2
1,10,10,1,56,117000.0,2016,12,16,7
1,7,7,1,56,117000.0,2016,12,16,1
1,5,5,1,56,117000.0,2016,12,16,6
1,10,7,1,55,100000.0,2017,5,8,2
1,10,10,1,55,100000.0,2017,5,8,7
1,10,7,1,55,100000.0,2017,5,8,5
1,20,10,1,55,100000.0,2017,5,8,0
1,10,7,1,72,50000.0,2017,7,1,2
1,7,7,1,72,50000.0,2017,7,1,1
1,5,5,1,72,50000.0,2017,7,1,6
0,10,7,0,43,68000.0,2017,12,8,2
0,10,10,0,43,68000.0,2017,12,8,7
0,10,7,0,79,78000.0,2017,6,18,2
0,10,10,0,79,78000.0,2017,6,18,7
0,10,5,0,79,78000.0,2017,6,18,3
0,7,7,0,79,78000.0,2017,6,18,1
1,10,7,1,73,66000.0,2017,2,25,2
1,5,5,1,73,66000.0,2017,2,25,6
1,10,7,1,51,65000.0,2016,11,21,2
1,10,10,1,51,65000.0,2016,11,21,7
1,20,10,1,51,65000.0,2016,11,21,0
0,10,7,0,81,78000.0,2015,10,28,2
0,10,10,0,81,78000.0,2015,10,28,7
0,5,7,0,81,78000.0,2015,10,28,4
1,10,7,1,46,36000.0,2016,8,17,2
1,7,7,1,46,36000.0,2016,8,17,1
1,20,10,1,46,36000.0,2016,8,17,0
0,10,7,0,30,44000.0,2018,7,6,2
0,10,10,0,30,44000.0,2018,7,6,7
0,5,7,0,30,44000.0,2018,7,6,4
0,5,5,0,30,44000.0,2018,7,6,6
0,20,10,0,30,44000.0,2018,7,6,0
0,10,7,0,61,106000.0,2016,1,1,2
0,10,7,0,61,106000.0,2016,1,1,5
0,7,7,0,61,106000.0,2016,1,1,1
1,10,7,1,37,96000.0,2016,12,22,2
1,10,10,1,37,96000.0,2016,12,22,7
1,10,5,1,37,96000.0,2016,12,22,3
1,10,7,1,37,60000.0,2017,1,24,2
1,10,10,1,37,60000.0,2017,1,24,7
1,10,5,1,37,60000.0,2017,1,24,3
1,5,5,1,37,60000.0,2017,1,24,6
0,10,7,0,86,93000.0,2015,9,1,2
0,5,5,0,86,93000.0,2015,9,1,6
